submissionId	country	date	genotype	season	switchseason	switch	seltype
KP862060.1	Kenya	2003-01-03	RSVB	2003	2003	RSVA->RSVB	replication
KP862061.1	Kenya	2003-01-08	RSVB	2003	2003	RSVA->RSVB	replication
KP317930.1	Kenya	2003-01-13	RSVB	2003	2003	RSVA->RSVB	replication
KP862062.1	Kenya	2003-01-13	RSVB	2003	2003	RSVA->RSVB	replication
KP862063.1	Kenya	2003-01-14	RSVB	2003	2003	RSVA->RSVB	replication
KP862064.1	Kenya	2003-01-17	RSVB	2003	2003	RSVA->RSVB	replication
KP862066.1	Kenya	2003-01-19	RSVB	2003	2003	RSVA->RSVB	replication
KP862065.1	Kenya	2003-01-19	RSVB	2003	2003	RSVA->RSVB	replication
KP317955.1	Kenya	2003-01-28	RSVA	2003	2003	RSVA->RSVB	evasion
KP862068.1	Kenya	2003-01-28	RSVB	2003	2003	RSVA->RSVB	replication
KP862067.1	Kenya	2003-01-28	RSVB	2003	2003	RSVA->RSVB	replication
KP862069.1	Kenya	2003-01-30	RSVB	2003	2003	RSVA->RSVB	replication
KP862070.1	Kenya	2003-02-02	RSVB	2003	2003	RSVA->RSVB	replication
KP862071.1	Kenya	2003-02-04	RSVB	2003	2003	RSVA->RSVB	replication
KP862072.1	Kenya	2003-02-11	RSVB	2003	2003	RSVA->RSVB	replication
KP317949.1	Kenya	2003-02-13	RSVA	2003	2003	RSVA->RSVB	evasion
KP862073.1	Kenya	2003-02-14	RSVB	2003	2003	RSVA->RSVB	replication
KP862074.1	Kenya	2003-02-23	RSVB	2003	2003	RSVA->RSVB	replication
KP862075.1	Kenya	2003-02-24	RSVB	2003	2003	RSVA->RSVB	replication
KP862076.1	Kenya	2003-02-27	RSVB	2003	2003	RSVA->RSVB	replication
KP862078.1	Kenya	2003-02-28	RSVB	2003	2003	RSVA->RSVB	replication
KP862077.1	Kenya	2003-02-28	RSVB	2003	2003	RSVA->RSVB	replication
KP862079.1	Kenya	2003-03-07	RSVB	2003	2003	RSVA->RSVB	replication
KP862080.1	Kenya	2003-03-23	RSVB	2003	2003	RSVA->RSVB	replication
KP862081.1	Kenya	2003-04-08	RSVB	2003	2003	RSVA->RSVB	replication
KP862082.1	Kenya	2003-04-26	RSVB	2003	2003	RSVA->RSVB	replication
KC263040.1	Kenya	2003-04-26	RSVB	2003	2003	RSVA->RSVB	replication
KP862083.1	Kenya	2003-05-28	RSVB	2003	2003	RSVA->RSVB	replication
KT765833.1	Kenya	2003-12-30	RSVA	2003	2003	RSVA->RSVB	evasion
KP862199.1	Kenya	2005-12-14	RSVB	2005	2006	RSVB->RSVA	evasion_l
KT765706.1	Kenya	2006-01-02	RSVA	2006	2006	RSVB->RSVA	replication
KT765740.1	Kenya	2006-01-04	RSVA	2006	2006	RSVB->RSVA	replication
KT765741.1	Kenya	2006-01-04	RSVA	2006	2006	RSVB->RSVA	replication
KT765724.1	Kenya	2006-01-05	RSVA	2006	2006	RSVB->RSVA	replication
KT765708.1	Kenya	2006-01-05	RSVA	2006	2006	RSVB->RSVA	replication
KT765760.1	Kenya	2006-01-09	RSVA	2006	2006	RSVB->RSVA	replication
KT765739.1	Kenya	2006-01-12	RSVA	2006	2006	RSVB->RSVA	replication
KT765742.1	Kenya	2006-01-13	RSVA	2006	2006	RSVB->RSVA	replication
KP862200.1	Kenya	2006-01-21	RSVB	2006	2006	RSVB->RSVA	evasion
KT765722.1	Kenya	2006-01-23	RSVA	2006	2006	RSVB->RSVA	replication
KT765761.1	Kenya	2006-01-25	RSVA	2006	2006	RSVB->RSVA	replication
KP862201.1	Kenya	2006-01-27	RSVB	2006	2006	RSVB->RSVA	evasion
KP317917.1	Kenya	2006-01-27	RSVB	2006	2006	RSVB->RSVA	evasion
KP862202.1	Kenya	2006-01-28	RSVB	2006	2006	RSVB->RSVA	evasion
KT765744.1	Kenya	2006-01-31	RSVA	2006	2006	RSVB->RSVA	replication
KT765725.1	Kenya	2006-01-31	RSVA	2006	2006	RSVB->RSVA	replication
KT765777.1	Kenya	2006-02-01	RSVA	2006	2006	RSVB->RSVA	replication
KT765718.1	Kenya	2006-02-05	RSVA	2006	2006	RSVB->RSVA	replication
KT765743.1	Kenya	2006-02-06	RSVA	2006	2006	RSVB->RSVA	replication
KT765737.1	Kenya	2006-02-06	RSVA	2006	2006	RSVB->RSVA	replication
KT765763.1	Kenya	2006-02-06	RSVA	2006	2006	RSVB->RSVA	replication
KT765752.1	Kenya	2006-02-06	RSVA	2006	2006	RSVB->RSVA	replication
KT765714.1	Kenya	2006-02-07	RSVA	2006	2006	RSVB->RSVA	replication
KT765731.1	Kenya	2006-02-08	RSVA	2006	2006	RSVB->RSVA	replication
KT765729.1	Kenya	2006-02-09	RSVA	2006	2006	RSVB->RSVA	replication
KT765732.1	Kenya	2006-02-19	RSVA	2006	2006	RSVB->RSVA	replication
KP317944.1	Kenya	2006-02-20	RSVA	2006	2006	RSVB->RSVA	replication
KT765728.1	Kenya	2006-02-20	RSVA	2006	2006	RSVB->RSVA	replication
KT765762.1	Kenya	2006-02-21	RSVA	2006	2006	RSVB->RSVA	replication
KT765750.1	Kenya	2006-02-21	RSVA	2006	2006	RSVB->RSVA	replication
KT765735.1	Kenya	2006-02-22	RSVA	2006	2006	RSVB->RSVA	replication
KT765723.1	Kenya	2006-02-22	RSVA	2006	2006	RSVB->RSVA	replication
KT765736.1	Kenya	2006-02-22	RSVA	2006	2006	RSVB->RSVA	replication
KT765753.1	Kenya	2006-02-22	RSVA	2006	2006	RSVB->RSVA	replication
KT765713.1	Kenya	2006-02-23	RSVA	2006	2006	RSVB->RSVA	replication
KP317942.1	Kenya	2006-02-23	RSVA	2006	2006	RSVB->RSVA	replication
KP862203.1	Kenya	2006-02-24	RSVB	2006	2006	RSVB->RSVA	evasion
KT765721.1	Kenya	2006-02-26	RSVA	2006	2006	RSVB->RSVA	replication
KP862204.1	Kenya	2006-02-28	RSVB	2006	2006	RSVB->RSVA	evasion
KT765707.1	Kenya	2006-03-06	RSVA	2006	2006	RSVB->RSVA	replication
KT765764.1	Kenya	2006-03-06	RSVA	2006	2006	RSVB->RSVA	replication
KT765734.1	Kenya	2006-03-07	RSVA	2006	2006	RSVB->RSVA	replication
KT765746.1	Kenya	2006-03-08	RSVA	2006	2006	RSVB->RSVA	replication
KP862205.1	Kenya	2006-03-10	RSVB	2006	2006	RSVB->RSVA	evasion
KP862206.1	Kenya	2006-03-15	RSVB	2006	2006	RSVB->RSVA	evasion
KT765730.1	Kenya	2006-03-16	RSVA	2006	2006	RSVB->RSVA	replication
KT765778.1	Kenya	2006-03-17	RSVA	2006	2006	RSVB->RSVA	replication
KT765710.1	Kenya	2006-03-18	RSVA	2006	2006	RSVB->RSVA	replication
KT765719.1	Kenya	2006-03-18	RSVA	2006	2006	RSVB->RSVA	replication
KT765709.1	Kenya	2006-03-19	RSVA	2006	2006	RSVB->RSVA	replication
KP862207.1	Kenya	2006-03-20	RSVB	2006	2006	RSVB->RSVA	evasion
KT765711.1	Kenya	2006-03-21	RSVA	2006	2006	RSVB->RSVA	replication
KT765776.1	Kenya	2006-03-21	RSVA	2006	2006	RSVB->RSVA	replication
KT765720.1	Kenya	2006-03-22	RSVA	2006	2006	RSVB->RSVA	replication
KT765733.1	Kenya	2006-03-23	RSVA	2006	2006	RSVB->RSVA	replication
KT765749.1	Kenya	2006-03-23	RSVA	2006	2006	RSVB->RSVA	replication
KT765738.1	Kenya	2006-03-24	RSVA	2006	2006	RSVB->RSVA	replication
KT765745.1	Kenya	2006-03-26	RSVA	2006	2006	RSVB->RSVA	replication
KT765754.1	Kenya	2006-03-27	RSVA	2006	2006	RSVB->RSVA	replication
KT765758.1	Kenya	2006-03-28	RSVA	2006	2006	RSVB->RSVA	replication
KP317943.1	Kenya	2006-03-29	RSVA	2006	2006	RSVB->RSVA	replication
KT765747.1	Kenya	2006-06-08	RSVA	2006	2006	RSVB->RSVA	replication
KT765751.1	Kenya	2006-06-09	RSVA	2006	2006	RSVB->RSVA	replication
KT765759.1	Kenya	2006-06-12	RSVA	2006	2006	RSVB->RSVA	replication
KT765773.1	Kenya	2006-07-02	RSVA	2006	2006	RSVB->RSVA	replication
KT765757.1	Kenya	2006-07-27	RSVA	2006	2006	RSVB->RSVA	replication
KT765748.1	Kenya	2006-07-28	RSVA	2006	2006	RSVB->RSVA	replication
KT765712.1	Kenya	2006-08-30	RSVA	2006	2006	RSVB->RSVA	replication
KT765765.1	Kenya	2006-09-03	RSVA	2006	2006	RSVB->RSVA	replication
KT765768.1	Kenya	2006-09-03	RSVA	2006	2006	RSVB->RSVA	replication
KT765717.1	Kenya	2006-09-11	RSVA	2006	2006	RSVB->RSVA	replication
KP862208.1	Kenya	2006-12-12	RSVB	2006	2006	RSVB->RSVA	evasion
KT765818.1	Kenya	2006-12-13	RSVA	2006	2006	RSVB->RSVA	replication
KT765340.1	Kenya	2006-12-15	RSVA	2006	2006	RSVB->RSVA	replication
KT765684.1	Kenya	2006-12-18	RSVA	2006	2006	RSVB->RSVA	replication
KT765771.1	Kenya	2006-12-18	RSVA	2006	2006	RSVB->RSVA	replication
KT765367.1	Kenya	2006-12-20	RSVA	2006	2006	RSVB->RSVA	replication
KP862210.1	Kenya	2006-12-21	RSVB	2006	2006	RSVB->RSVA	evasion
KP862209.1	Kenya	2006-12-21	RSVB	2006	2006	RSVB->RSVA	evasion
KT765369.1	Kenya	2006-12-21	RSVA	2006	2006	RSVB->RSVA	replication
KT765755.1	Kenya	2006-12-21	RSVA	2006	2006	RSVB->RSVA	replication
KT765769.1	Kenya	2006-12-26	RSVA	2006	2006	RSVB->RSVA	replication
KT765823.1	Kenya	2006-12-26	RSVA	2006	2006	RSVB->RSVA	replication
KT765383.1	Kenya	2006-12-28	RSVA	2006	2006	RSVB->RSVA	replication
KT765347.1	Kenya	2006-12-29	RSVA	2006	2006	RSVB->RSVA	replication
FJ391420.1	Germany	2007-01-02	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391424.1	Germany	2007-01-03	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
JX645936.1	Belgium	2007-01-04	RSVB	2006-2007	2007-2008	RSVB->RSVA	evasion_l
JX645901.1	Belgium	2007-01-11	RSVB	2006-2007	2007-2008	RSVB->RSVA	evasion_l
FJ391426.1	Germany	2007-01-12	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
JX645903.1	Belgium	2007-01-14	RSVB	2006-2007	2007-2008	RSVB->RSVA	evasion_l
FJ391435.1	Germany	2007-01-15	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391436.1	Germany	2007-01-15	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391437.1	Germany	2007-01-18	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391443.1	Germany	2007-01-23	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391371.1	Germany	2007-01-24	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391442.1	Germany	2007-01-26	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391438.1	Germany	2007-01-29	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391446.1	Germany	2007-01-30	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391445.1	Germany	2007-01-31	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
OR795322.1	Germany	2007-02-05	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391427.1	Germany	2007-02-05	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391428.1	Germany	2007-02-08	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391352.1	Germany	2007-02-08	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391429.1	Germany	2007-02-09	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391354.1	Germany	2007-02-10	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
OR795323.1	Germany	2007-02-12	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391430.1	Germany	2007-02-20	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391431.1	Germany	2007-02-27	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
OR795324.1	Germany	2007-03-05	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391432.1	Germany	2007-03-05	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391434.1	Germany	2007-03-09	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391439.1	Germany	2007-03-09	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391433.1	Germany	2007-03-10	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
FJ391440.1	Germany	2007-03-16	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
JX661577.1	Germany	2007-04-13	RSVA	2006-2007	2007-2008	RSVA->RSVB	evasion_l
JX645945.1	Belgium	2007-10-01	RSVB	2007-2008	2007-2008	RSVB->RSVA	evasion
MZ889717.1	Germany	2007-10-01	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
JX645892.1	Belgium	2007-10-05	RSVB	2007-2008	2007-2008	RSVB->RSVA	evasion
JX645872.1	Belgium	2007-10-25	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645786.1	Belgium	2007-10-27	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645862.1	Belgium	2007-10-30	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645943.1	Belgium	2007-11-03	RSVB	2007-2008	2007-2008	RSVB->RSVA	evasion
JX645927.1	Belgium	2007-11-08	RSVB	2007-2008	2007-2008	RSVB->RSVA	evasion
JX645893.1	Belgium	2007-11-12	RSVB	2007-2008	2007-2008	RSVB->RSVA	evasion
JX645792.1	Belgium	2007-11-23	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645797.1	Belgium	2007-11-24	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645870.1	Belgium	2007-11-29	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645801.1	Belgium	2007-12-02	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645783.1	Belgium	2007-12-02	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
MZ889883.1	Germany	2007-12-02	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
JX645781.1	Belgium	2007-12-04	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645891.1	Belgium	2007-12-05	RSVB	2007-2008	2007-2008	RSVB->RSVA	evasion
JX645791.1	Belgium	2007-12-07	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645942.1	Belgium	2007-12-08	RSVB	2007-2008	2007-2008	RSVB->RSVA	evasion
JX645784.1	Belgium	2007-12-08	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645873.1	Belgium	2007-12-10	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645777.1	Belgium	2007-12-11	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645785.1	Belgium	2007-12-11	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645798.1	Belgium	2007-12-12	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645970.1	Belgium	2007-12-13	RSVB	2007-2008	2007-2008	RSVB->RSVA	evasion
JX645820.1	Belgium	2007-12-13	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645787.1	Belgium	2007-12-13	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645776.1	Belgium	2007-12-14	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645861.1	Belgium	2007-12-17	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645789.1	Belgium	2007-12-19	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645863.1	Belgium	2007-12-20	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645788.1	Belgium	2007-12-21	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645821.1	Belgium	2007-12-22	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645841.1	Belgium	2007-12-24	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645944.1	Belgium	2007-12-27	RSVB	2007-2008	2007-2008	RSVB->RSVA	evasion
JX645827.1	Belgium	2007-12-28	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645793.1	Belgium	2007-12-30	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645799.1	Belgium	2007-12-31	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645829.1	Belgium	2008-01-01	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
JX645829.1	Belgium	2008-01-01	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645940.1	Belgium	2008-01-03	RSVB	2007-2008	2007-2008	RSVB->RSVA	evasion
GU550471.1	China	2008-01-03	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
JX645782.1	Belgium	2008-01-04	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
JX645782.1	Belgium	2008-01-04	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
GU550472.1	China	2008-01-04	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
JX645780.1	Belgium	2008-01-07	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
JX645780.1	Belgium	2008-01-07	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645778.1	Belgium	2008-01-09	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
JX645778.1	Belgium	2008-01-09	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645800.1	Belgium	2008-01-11	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
JX645800.1	Belgium	2008-01-11	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
MF445778.1	China	2008-01-13	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
GU068539.1	China	2008-01-14	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
GU068540.1	China	2008-01-17	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
GU068541.1	China	2008-01-24	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
JX645864.1	Belgium	2008-01-25	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
JX645857.1	Belgium	2008-01-25	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
JX645857.1	Belgium	2008-01-25	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645864.1	Belgium	2008-01-25	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
GU550473.1	China	2008-01-28	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
MZ568947.1	Germany	2008-01-29	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
OK357477.1	Germany	2008-01-29	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
KF826853.2	Germany	2008-02-01	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
MZ889893.1	Germany	2008-02-04	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
OR795209.1	Germany	2008-02-13	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
JX645790.1	Belgium	2008-02-16	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
JX645790.1	Belgium	2008-02-16	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
JX645779.1	Belgium	2008-02-18	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
JX645779.1	Belgium	2008-02-18	RSVA	2007-2008	2007-2008	RSVB->RSVA	replication
MZ889894.1	Germany	2008-02-19	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
OR795325.1	Germany	2008-02-25	RSVA	2007-2008	2007-2008	RSVA->RSVB	evasion
OK030928.1	Germany	2008-02-29	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
KF530266.1	Germany	2008-03-01	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
MZ889900.1	Germany	2008-03-03	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
MZ889895.1	Germany	2008-03-03	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
OK357520.1	Germany	2008-03-06	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
MZ542328.1	Germany	2008-03-06	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
OK030918.1	Germany	2008-03-09	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
OK030923.1	Germany	2008-03-09	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
GU068542.1	China	2008-03-10	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
GU068543.1	China	2008-03-17	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
OK030916.1	Germany	2008-03-17	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
GU068544.1	China	2008-03-24	RSVA	2007-2008	2008-2009	RSVA->RSVB	evasion_l
MZ889873.1	Germany	2008-03-27	RSVB	2007-2008	2007-2008	RSVA->RSVB	replication
OR795326.1	Germany	2008-04-02	RSVA	2007-2008	2007-2008	RSVA->RSVB	evasion
JX661578.1	Germany	2008-04-10	RSVA	2007-2008	2007-2008	RSVA->RSVB	evasion
JX661579.1	Germany	2008-04-19	RSVA	2007-2008	2007-2008	RSVA->RSVB	evasion
OR795327.1	Germany	2008-04-22	RSVA	2007-2008	2007-2008	RSVA->RSVB	evasion
KF530261.1	Germany	2008-05-01	RSVA	2007-2008	2007-2008	RSVA->RSVB	evasion
KR816598.1	Thailand	2008-07-16	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816564.1	Thailand	2008-07-16	RSVA	2008	2009	RSVA->RSVB	evasion_l
FJ489659.1	Thailand	2008-07-19	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816599.1	Thailand	2008-07-21	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816565.1	Thailand	2008-07-21	RSVA	2008	2009	RSVA->RSVB	evasion_l
FJ489657.1	Thailand	2008-07-25	RSVA	2008	2009	RSVA->RSVB	evasion_l
FJ489656.1	Thailand	2008-08-01	RSVA	2008	2009	RSVA->RSVB	evasion_l
FJ489660.1	Thailand	2008-08-02	RSVA	2008	2009	RSVA->RSVB	evasion_l
FJ489661.1	Thailand	2008-08-02	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816601.1	Thailand	2008-08-05	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816600.1	Thailand	2008-08-05	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816567.1	Thailand	2008-08-05	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816566.1	Thailand	2008-08-05	RSVA	2008	2009	RSVA->RSVB	evasion_l
FJ489663.1	Thailand	2008-08-06	RSVA	2008	2009	RSVA->RSVB	evasion_l
GU068545.1	China	2008-08-07	RSVB	2008-2009	2008-2009	RSVA->RSVB	replication
FJ489664.1	Thailand	2008-08-16	RSVA	2008	2009	RSVA->RSVB	evasion_l
FJ489665.1	Thailand	2008-08-17	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816602.1	Thailand	2008-08-18	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816568.1	Thailand	2008-08-18	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816569.1	Thailand	2008-08-19	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816570.1	Thailand	2008-08-19	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816603.1	Thailand	2008-08-19	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816604.1	Thailand	2008-08-20	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816571.1	Thailand	2008-08-20	RSVA	2008	2009	RSVA->RSVB	evasion_l
FJ489666.1	Thailand	2008-08-21	RSVA	2008	2009	RSVA->RSVB	evasion_l
FJ489667.1	Thailand	2008-08-27	RSVA	2008	2009	RSVA->RSVB	evasion_l
FJ489668.1	Thailand	2008-08-27	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816572.1	Thailand	2008-09-01	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816605.1	Thailand	2008-09-01	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816606.1	Thailand	2008-09-02	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816573.1	Thailand	2008-09-02	RSVA	2008	2009	RSVA->RSVB	evasion_l
FJ489669.1	Thailand	2008-09-03	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816574.1	Thailand	2008-09-04	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816575.1	Thailand	2008-09-05	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816607.1	Thailand	2008-09-05	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816577.1	Thailand	2008-09-09	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816576.1	Thailand	2008-09-09	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816609.1	Thailand	2008-09-09	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816608.1	Thailand	2008-09-09	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816578.1	Thailand	2008-09-10	RSVA	2008	2009	RSVA->RSVB	evasion_l
FJ489670.1	Thailand	2008-09-10	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816610.1	Thailand	2008-09-11	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816579.1	Thailand	2008-09-11	RSVA	2008	2009	RSVA->RSVB	evasion_l
FJ489671.1	Thailand	2008-09-21	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816580.1	Thailand	2008-09-23	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816611.1	Thailand	2008-09-23	RSVA	2008	2009	RSVA->RSVB	evasion_l
GU550482.1	China	2008-09-24	RSVB	2008-2009	2008-2009	RSVA->RSVB	replication
GU550481.1	China	2008-09-24	RSVB	2008-2009	2008-2009	RSVA->RSVB	replication
KR816582.1	Thailand	2008-09-24	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816581.1	Thailand	2008-09-24	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816612.1	Thailand	2008-09-25	RSVA	2008	2009	RSVA->RSVB	evasion_l
GU550483.1	China	2008-09-26	RSVB	2008-2009	2008-2009	RSVA->RSVB	replication
KR816583.1	Thailand	2008-09-26	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816613.1	Thailand	2008-09-30	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816584.1	Thailand	2008-10-07	RSVA	2008	2009	RSVA->RSVB	evasion_l
KR816614.1	Thailand	2008-10-07	RSVA	2008	2009	RSVA->RSVB	evasion_l
JX645947.1	Belgium	2008-10-14	RSVB	2008-2009	2008-2009	RSVA->RSVB	replication
JX645856.1	Belgium	2008-10-15	RSVA	2008-2009	2008-2009	RSVA->RSVB	evasion
FJ489672.1	Thailand	2008-10-16	RSVA	2008	2009	RSVA->RSVB	evasion_l
FJ489673.1	Thailand	2008-10-18	RSVA	2008	2009	RSVA->RSVB	evasion_l
JX645822.1	Belgium	2008-10-22	RSVA	2008-2009	2008-2009	RSVA->RSVB	evasion
JX015499.1	Belgium	2008-10-22	RSVA	2008-2009	2008-2009	RSVA->RSVB	evasion
JX576729.1	Belgium	2008-10-23	RSVB	2008-2009	2008-2009	RSVA->RSVB	replication
JX576730.1	Belgium	2008-10-24	RSVB	2008-2009	2008-2009	RSVA->RSVB	replication
