"name"	"date"	"continent"	"country"	"region"	"agestr"	"specimen"	"age"	"agecat"
"hRSV/B/Ireland/NVRL-G22IRL60615/2022"	2022-09-25	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL61847/2022"	2022-09-30	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL62459/2022"	2022-10-03	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL64150/2022"	2022-10-11	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL64202/2022"	2022-10-11	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL64430/2022"	2022-10-11	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL65219/2022"	2022-10-14	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL65275/2022"	2022-10-16	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL65819/2022"	2022-10-18	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL66755/2022"	2022-10-25	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL66974/2022"	2022-10-22	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL67041/2022"	2022-10-25	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL67958/2022"	2022-10-31	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL68252/2022"	2022-10-28	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL68919/2022"	2022-11-02	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL69784/2022"	2022-11-06	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL70187/2022"	2022-11-07	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL66436/2022"	2022-10-20	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL66491/2022"	2022-10-21	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL66599/2022"	2022-10-22	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL66975/2022"	2022-10-23	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL66982/2022"	2022-10-25	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL67858/2022"	2022-10-26	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL67921/2022"	2022-10-27	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL68224/2022"	2022-10-30	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL68250/2022"	2022-10-28	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL68344/2022"	2022-10-31	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL68362/2022"	2022-11-01	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL68633/2022"	2022-10-31	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL68641/2022"	2022-11-01	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL68675/2022"	2022-11-03	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL68824/2022"	2022-11-03	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL68897/2022"	2022-11-02	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL69251/2022"	2022-11-03	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL69368/2022"	2022-11-06	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL69465/2022"	2022-11-05	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL69491/2022"	2022-11-04	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL69500/2022"	2022-11-08	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL69780/2022"	2022-11-06	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL63570/2022"	2022-10-11	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL75761/2022"	2022-12-01	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL63736/2022"	2022-10-10	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL72155/2022"	2022-11-16	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL76680/2022"	2022-12-08	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL70191/2022"	2022-11-08	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL72278/2022"	2022-11-16	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL72461/2022"	2022-11-17	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL77192/2022"	2022-12-09	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL74790/2022"	2022-11-29	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL78165/2022"	2022-12-13	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL75058/2022"	2022-11-30	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL78579/2022"	2022-12-13	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL71158/2022"	2022-11-11	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL75242/2022"	2022-11-30	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL79754/2022"	2022-12-19	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL71159/2022"	2022-11-12	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL75760/2022"	2022-12-03	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Ireland/NVRL-G22IRL81761/2022"	2022-12-28	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL71160/2022"	2022-11-11	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL72652/2022"	2022-11-20	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL74413/2022"	2022-11-25	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL75011/2022"	2022-11-29	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL76682/2022"	2022-12-06	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL78078/2022"	2022-12-14	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL70521/2022"	2022-11-09	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL71170/2022"	2022-11-12	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL72754/2022"	2022-11-19	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL74421/2022"	2022-11-26	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL75108/2022"	2022-11-30	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL76689/2022"	2022-12-07	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL78160/2022"	2022-12-12	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL70973/2022"	2022-11-14	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL81765/2022"	2022-12-28	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL71188/2022"	2022-11-10	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL72977/2022"	2022-11-21	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL74428/2022"	2022-11-24	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL75437/2022"	2022-11-30	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL76966/2022"	2022-12-07	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL78462/2022"	2022-12-13	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL34067/2022"	2022-06-10	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL79959/2022"	2022-12-20	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL71598/2022"	2022-11-15	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL72980/2022"	2022-11-22	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL74435/2022"	2022-11-27	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL77133/2022"	2022-12-05	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL78517/2022"	2022-12-14	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL65785/2022"	2022-10-20	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL71819/2022"	2022-11-15	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL73045/2022"	2022-11-21	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL74469/2022"	2022-11-27	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL75659/2022"	2022-12-01	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL77385/2022"	2022-12-08	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL66250/2022"	2022-10-19	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL80512/2022"	2022-12-21	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL71827/2022"	2022-11-16	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL73446/2022"	2022-11-22	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL75754/2022"	2022-12-02	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL77537/2022"	2022-12-07	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL79169/2022"	2022-12-15	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL69796/2022"	2022-11-08	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL80664/2022"	2022-12-19	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL72191/2022"	2022-11-17	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL73627/2022"	2022-11-25	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL76365/2022"	2022-12-06	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL77779/2022"	2022-12-10	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL79226/2022"	2022-12-19	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL69894/2022"	2022-11-09	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL80672/2022"	2022-12-22	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL72302/2022"	2022-11-18	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL73704/2022"	2022-11-23	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL74882/2022"	2022-11-29	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL76395/2022"	2022-12-04	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL77855/2022"	2022-12-12	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/B/Ireland/NVRL-G22IRL80754/2022"	2022-12-23	"Europe"	"Ireland"	NA	"unknown"	"Nasopharyngeal swab"	NA	NA
"hRSV/A/Canary Islands/HUNSC_ITER_150415219/2023"	2023-08-06	"Europe"	"Canary Islands"	NA	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Canary Islands/HUNSC_ITER_150363080/2022"	2022-11-03	"Europe"	"Canary Islands"	NA	"64"	"Nasopharyngeal swab"	64	"Adults"
"hRSV/B/Canary Islands/HUNSC_ITER_150363496/2022"	2022-11-08	"Europe"	"Canary Islands"	NA	"20"	"Nasopharyngeal swab"	20	"Adults"
"hRSV/B/Canary Islands/HUNSC_ITER_150380958/2023"	2023-01-22	"Europe"	"Canary Islands"	NA	"93"	"Nasopharyngeal swab"	93	"Geriatrics"
"hRSV/B/Canary Islands/HUNSC_ITER_150405384/2023"	2023-06-21	"Europe"	"Canary Islands"	NA	"5 months"	"Nasopharyngeal swab"	0.417	"Infants"
"hRSV/A/Italy/LOM-01143607/2022"	2022-10-25	"Europe"	"Italy"	"Lombardy"	"14 days"	"Nasopharyngeal swab"	0.038	"Infants"
"hRSV/A/Italy/LOM-01147784/2022"	2022-11-06	"Europe"	"Italy"	"Lombardy"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Italy/LOM-01154271/2022"	2022-11-23	"Europe"	"Italy"	"Lombardy"	"7 months"	"Nasopharyngeal swab"	0.583	"Infants"
"hRSV/A/Italy/LOM-01154127/2022"	2022-11-23	"Europe"	"Italy"	"Lombardy"	"3 months"	"Nasopharyngeal swab"	0.25	"Infants"
"hRSV/A/Italy/LOM-01155666/2022"	2022-11-26	"Europe"	"Italy"	"Lombardy"	"28 days"	"Nasopharyngeal swab"	0.077	"Infants"
"hRSV/A/Italy/LOM-01157199/2022"	2022-11-30	"Europe"	"Italy"	"Lombardy"	"6"	"Nasopharyngeal swab"	6	"Children"
"hRSV/A/Italy/LOM-01157578/2022"	2022-12-01	"Europe"	"Italy"	"Lombardy"	"3"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/A/Italy/LOM-01160754/2022"	2022-12-09	"Europe"	"Italy"	"Lombardy"	"4"	"Nasopharyngeal swab"	4	"Preschool"
"hRSV/A/Italy/LOM-01166005/2022"	2022-12-24	"Europe"	"Italy"	"Lombardy"	"3"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/A/Italy/LOM-01168273/2023"	2023-01-01	"Europe"	"Italy"	"Lombardy"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Italy/LOM-01028279/2023"	2023-04-03	"Europe"	"Italy"	"Lombardy"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/Italy/LOM-01153052/2022"	2022-11-20	"Europe"	"Italy"	"Lombardy"	"3 months"	"Nasopharyngeal swab"	0.25	"Infants"
"hRSV/B/Italy/LOM-01158363/2022"	2022-12-03	"Europe"	"Italy"	"Lombardy"	"3 months"	"Nasopharyngeal swab"	0.25	"Infants"
"hRSV/B/Italy/LOM-01158471/2022"	2022-12-03	"Europe"	"Italy"	"Lombardy"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/Italy/LOM-01161601/2022"	2022-12-12	"Europe"	"Italy"	"Lombardy"	"4"	"Nasopharyngeal swab"	4	"Preschool"
"hRSV/B/Italy/LOM-01162441/2022"	2022-12-14	"Europe"	"Italy"	"Lombardy"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Italy/LOM-01164057/2022"	2022-12-19	"Europe"	"Italy"	"Lombardy"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Italy/LOM-01166118/2022"	2022-12-25	"Europe"	"Italy"	"Lombardy"	"3 months"	"Nasopharyngeal swab"	0.25	"Infants"
"hRSV/B/Italy/LOM-01166304/2022"	2022-12-26	"Europe"	"Italy"	"Lombardy"	"1 month"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/B/Italy/LOM-01166884/2022"	2022-12-27	"Europe"	"Italy"	"Lombardy"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/Italy/LOM-01168135/2022"	2022-12-31	"Europe"	"Italy"	"Lombardy"	"1 month"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/B/Italy/LOM-01000074/2023"	2023-01-01	"Europe"	"Italy"	"Lombardy"	"1 month"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/B/Italy/LOM-01001118/2023"	2023-01-03	"Europe"	"Italy"	"Lombardy"	"2 months"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/B/Italy/LOM-01000738/2023"	2023-01-03	"Europe"	"Italy"	"Lombardy"	"2 months"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/B/Italy/LOM-01001351/2023"	2023-01-04	"Europe"	"Italy"	"Lombardy"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Italy/LOM-01001714/2023"	2023-01-05	"Europe"	"Italy"	"Lombardy"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Italy/LOM-01002055/2023"	2023-01-06	"Europe"	"Italy"	"Lombardy"	"2 months"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/B/Italy/LOM-01002056/2023"	2023-01-07	"Europe"	"Italy"	"Lombardy"	"2 months"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/B/Italy/LOM-01002600/2023"	2023-01-08	"Europe"	"Italy"	"Lombardy"	"2 months"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/B/Italy/LOM-01003888/2023"	2023-01-12	"Europe"	"Italy"	"Lombardy"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/Italy/LOM-01005146/2023"	2023-01-16	"Europe"	"Italy"	"Lombardy"	"14"	"Nasopharyngeal swab"	14	"Children"
"hRSV/B/Italy/LOM-01005584/2023"	2023-01-17	"Europe"	"Italy"	"Lombardy"	"2 months"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/B/Italy/LOM-01006065/2023"	2023-01-18	"Europe"	"Italy"	"Lombardy"	"7 months"	"Nasopharyngeal swab"	0.583	"Infants"
"hRSV/B/Italy/LOM-01007362/2023"	2023-01-21	"Europe"	"Italy"	"Lombardy"	"3 months"	"Nasopharyngeal swab"	0.25	"Infants"
"hRSV/B/Italy/LOM-01007488/2023"	2023-01-22	"Europe"	"Italy"	"Lombardy"	"2 months"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/B/Italy/LOM-01009788/2023"	2023-01-29	"Europe"	"Italy"	"Lombardy"	"5 months"	"Nasopharyngeal swab"	0.417	"Infants"
"hRSV/B/Italy/LOM-01012646/2023"	2023-02-06	"Europe"	"Italy"	"Lombardy"	"3 months"	"Nasopharyngeal swab"	0.25	"Infants"
"hRSV/A/England/200420299/2020"	2020-01-17	"Europe"	"United Kingdom"	"England"	"3"	""	3	"Preschool"
"hRSV/A/England/200980829/2020"	2020-02-24	"Europe"	"United Kingdom"	"England"	"1"	""	1	"Preschool"
"hRSV/A/England/RE20000024/2020"	2020-01-03	"Europe"	"United Kingdom"	"England"	"3 months"	""	0.25	"Infants"
"hRSV/A/England/RE20000092/2020"	2020-01-28	"Europe"	"United Kingdom"	"England"	"0 months"	""	0	"Infants"
"hRSV/B/England/200360377/2020"	2020-01-10	"Europe"	"United Kingdom"	"England"	"51"	""	51	"Adults"
"hRSV/B/England/200520542/2020"	2020-01-23	"Europe"	"United Kingdom"	"England"	"1"	""	1	"Preschool"
"hRSV/B/England/200521044/2020"	2020-01-27	"Europe"	"United Kingdom"	"England"	"87"	""	87	"Geriatrics"
"hRSV/B/England/200540572/2020"	2020-01-27	"Europe"	"United Kingdom"	"England"	"57"	""	57	"Adults"
"hRSV/B/England/200640676/2020"	2020-02-04	"Europe"	"United Kingdom"	"England"	"61"	""	61	"Adults"
"hRSV/B/England/200880459/2020"	2020-02-19	"Europe"	"United Kingdom"	"England"	"50"	""	50	"Adults"
"hRSV/B/Macedonia/IPH-MKD-49G/2023"	2023-01-09	"Europe"	"Macedonia"	"Skopje"	"1 month"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/B/Macedonia/IPH-MKD-86G/2023"	2023-01-17	"Europe"	"Macedonia"	"Skopje"	"1 month"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/B/Macedonia/IPH-MKD-184G/2023"	2023-02-02	"Europe"	"Macedonia"	"Skopje"	"2 months"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/B/Macedonia/IPH-MKD-250G/2023"	2023-02-15	"Europe"	"Macedonia"	"Skopje"	"2 months"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/B/Macedonia/IPH-MKD-9648B/2023"	2023-03-28	"Europe"	"Macedonia"	"Bitola"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Italy/LOM-46/2022"	2022-01-11	"Europe"	"Italy"	"Lombardy"	"1.3 months"	"Nasopharyngeal swab"	0.108	"Infants"
"hRSV/A/Italy/LOM-34/2022"	2022-01-07	"Europe"	"Italy"	"Lombardy"	"2.1 months"	"Nasopharyngeal swab"	0.175	"Infants"
"hRSV/A/Italy/LOM-45/2021"	2021-12-30	"Europe"	"Italy"	"Lombardy"	"6.9 months"	"Nasopharyngeal swab"	0.575	"Infants"
"hRSV/A/Italy/LOM-29/2021"	2021-12-21	"Europe"	"Italy"	"Lombardy"	"1.2 months"	"Nasopharyngeal swab"	0.1	"Infants"
"hRSV/A/Italy/LOM-28/2021"	2021-12-17	"Europe"	"Italy"	"Lombardy"	"7.4 months"	"Nasopharyngeal swab"	0.617	"Infants"
"hRSV/A/Italy/LOM-42/2021"	2021-12-17	"Europe"	"Italy"	"Lombardy"	"30 days"	"Nasopharyngeal swab"	0.082	"Infants"
