sample	target	n	MAFmean	MAFstd
Yale-RSV-0259	RSVA	635	0.01102672125984252	0.04913421778499497
Yale-RSV-0260	RSVB	12	0.00855658333333334	0.023512806168161118
Yale-RSV-0261	RSVA	762	0.030757191601049873	0.08865000256665002
Yale-RSV-0261	RSVB	331	0.01928233232628399	0.06663092750475394
Yale-RSV-0262	RSVA	618	0.01211680420711974	0.053409433250153536
Yale-RSV-0263	RSVB	378	0.012359949735449736	0.05286440185890051
Yale-RSV-0264	RSVA	992	0.011187100806451614	0.04962640381960508
Yale-RSV-0264	RSVB	377	0.014266724137931036	0.058781591534357074
Yale-RSV-0265	RSVB	349	0.01660502005730659	0.06161106652172965
Yale-RSV-0267	RSVB	347	0.01752859654178674	0.06833777535666506
Yale-RSV-0268	RSVB	389	0.01272097172236504	0.05513398745775117
Yale-RSV-0269	RSVB	210	0.021257361904761903	0.07444467183360977
Yale-RSV-0270	RSVB	438	0.011266579908675802	0.05229608821881582
Yale-RSV-0273	RSVA	659	0.012742992412746589	0.04841078138643529
Yale-RSV-0273	RSVB	256	0.019246179687499997	0.0707002043695006
Yale-RSV-0274	RSVB	358	0.018024561452513965	0.07208138731200968
Yale-RSV-0275	RSVB	387	0.011232276485788117	0.04763368335802275
Yale-RSV-0276	RSVB	424	0.016259264150943396	0.0655752867855211
Yale-RSV-0277	RSVA	653	0.012863687595712098	0.05559018696094819
Yale-RSV-0278	RSVB	409	0.013393222493887528	0.055525533421631766
Yale-RSV-0279	RSVB	119	0.01563716806722689	0.06649739877597856
Yale-RSV-0280	RSVB	415	0.015406534939759036	0.06359205474262865
Yale-RSV-0281	RSVB	186	0.018449381720430112	0.07588714657465184
Yale-RSV-0282	RSVB	428	0.018125834112149533	0.06813128062989747
Yale-RSV-0283	RSVB	392	0.012838336734693877	0.05582520646553462
